<<<<<<< Updated upstream
"title";"amount";"department";"topic";"views";"city";"date"
"2015-10-12";"Registration of Flat or Apartment";"Bangalore
                      ";" Karnataka";"10 ";"Stamps and Registration";" INR";500;"
                      I Paid Rs. 500 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"Others";"Patna
                      ";" Bihar";"66 ";"Others";" INR";20;"
                      I Paid Rs. 20 to Others in Patna.
                    "
"2015-10-12";"Birth Certificate";"Bangalore
                      ";" Karnataka";"8 ";"Municipal Services";" INR";400;"
                      I Paid Rs. 400 to Municipal Services in Bangalore.
                    "
"2015-10-12";"Registration of Property";"Bangalore
                      ";" Karnataka";"10 ";"Stamps and Registration";" INR";500;"
                      I Paid Rs. 500 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"C Form";"Achhnera
                      ";" Uttar Pradesh";"73 ";"Commercial Tax, Sales Tax, VAT";" INR";32;"
                      I Paid Rs. 32 to Commercial Tax, Sales Tax, VAT in Achhnera.
                    "
"2015-10-12";"Filing FIR";"Bangalore
                      ";" Karnataka";"9 ";"Police";" INR";2500;"
                      I Paid Rs. 2500 to Police in Bangalore.
                    "
"2015-10-12";"Customs Check and Clearance";"Bangalore
                      ";" Karnataka";"18 ";"Customs, Excise and Service Tax";" INR";400;"
                      I Paid Rs. 400 to Customs, Excise and Service Tax in Bangalore.
                    "
"2015-10-12";"C Form";"Abohar
                      ";" Punjab";"69 ";"Commercial Tax, Sales Tax, VAT";" INR";15;"
                      I Paid Rs. 15 to Commercial Tax, Sales Tax, VAT in Abohar.
                    "
"2015-10-12";"Police Verification for Passport";"Amroha
                      ";" Uttar Pradesh";"23 ";"Police";" INR";7410;"
                      I Paid Rs. 7410 to Police in Amroha.
                    "
"2015-10-12";"Issue of Ration Card";"Bangalore
                      ";" Karnataka";"12 ";"Food, Civil Supplies and Consumer Affairs";" INR";500;"
                      I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    "
"2015-10-12";"Passport Delivery";"Bangalore
                      ";" Karnataka";"12 ";"Passport";" INR";500;"
                      I Paid Rs. 500 to Passport in Bangalore.
                    "
"2015-10-12";"Customs Check and Clearance";"Almora
                      ";" Uttarakhand";"17 ";"Customs, Excise and Service Tax";" INR";46301;"
                      I Paid Rs. 46301 to Customs, Excise and Service Tax in Almora.
                    "
"2015-10-12";"Registration of Property";"Bangalore
                      ";" Karnataka";"7 ";"Stamps and Registration";" INR";3400;"
                      I Paid Rs. 3400 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"Customs Check and Clearance";"Adari
                      ";" Uttar Pradesh";"65 ";"Customs, Excise and Service Tax";" INR";25;"
                      I Paid Rs. 25 to Customs, Excise and Service Tax in Adari.
                    "
"2015-10-12";"Customs Check and Clearance";"Bangalore
                      ";" Karnataka";"15 ";"Customs, Excise and Service Tax";" INR";500;"
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    "
"2015-10-12";"C Form";"Ariyalur
                      ";" Tamil Nadu";"32 ";"Commercial Tax, Sales Tax, VAT";" INR";42000;"
                      I Paid Rs. 42000 to Commercial Tax, Sales Tax, VAT in Ariyalur.
                    "
"2015-10-12";"Duplicate Registration Certificate";"Bangalore
                      ";" Karnataka";"8 ";"Transport";" INR";500;"
                      I Paid Rs. 500 to Transport in Bangalore.
                    "
"2015-10-12";"Duplicate Registration Certificate";"Bangalore
                      ";" Karnataka";"9 ";"Transport";" INR";400;"
                      I Paid Rs. 400 to Transport in Bangalore.
                    "
"2015-10-12";"Traffic Violations";"Banda
                      ";" Uttar Pradesh";"60 ";"Police";" INR";14000;"
                      I Paid Rs. 14000 to Police in Banda.
                    "
"2015-10-12";"Filing FIR";"Bangalore
                      ";" Karnataka";"8 ";"Police";" INR";500;"
                      I Paid Rs. 500 to Police in Bangalore.
                    "
"2015-10-12";"Traffic Violations";"Akola
                      ";" Madhya Pradesh";"19 ";"Police";" INR";6502;"
                      I Paid Rs. 6502 to Police in Akola.
                    "
"2015-10-12";"Duplicate Registration Certificate";"Bangalore
                      ";" Karnataka";"11 ";"Transport";" INR";500;"
                      I Paid Rs. 500 to Transport in Bangalore.
                    "
"2015-10-12";"C Form";"New Delhi
                      ";" Delhi";"36 ";"Commercial Tax, Sales Tax, VAT";" INR";1000;"
                      I Paid Rs. 1000 to Commercial Tax, Sales Tax, VAT in New Delhi.
                    "
"2015-10-12";"Police Verification for Passport";"Araria
                      ";" Bihar";"28 ";"Police";" INR";4632;"
                      I Paid Rs. 4632 to Police in Araria.
                    "
"2015-10-12";"Customs Check and Clearance";"Bangalore
                      ";" Karnataka";"14 ";"Customs, Excise and Service Tax";" INR";400;"
                      I Paid Rs. 400 to Customs, Excise and Service Tax in Bangalore.
                    "
"2015-10-12";"Registration of Flat or Apartment";"Ambikapur
                      ";" Chhattisgarh";"15 ";"Stamps and Registration";" INR";48000;"
                      I Paid Rs. 48000 to Stamps and Registration in Ambikapur.
                    "
"2015-10-12";"Passport Delivery";"Bangalore
                      ";" Karnataka";"16 ";"Passport";" INR";500;"
                      I Paid Rs. 500 to Passport in Bangalore.
                    "
"2015-10-12";"Marriage Certificate";"Bangalore
                      ";" Karnataka";"11 ";"Stamps and Registration";" INR";500;"
                      I Paid Rs. 500 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"C Form";"Bangalore
                      ";" Karnataka";"14 ";"Commercial Tax, Sales Tax, VAT";" INR";400;"
                      I Paid Rs. 400 to Commercial Tax, Sales Tax, VAT in Bangalore.
                    "
"2015-10-12";"Registration of Vehicle";"Baghpat
                      ";" Uttar Pradesh";"14 ";"Transport";" INR";45000;"
                      I Paid Rs. 45000 to Transport in Baghpat.
                    "
"2015-10-12";"C Form";"Bangalore
                      ";" Karnataka";"12 ";"Commercial Tax, Sales Tax, VAT";" INR";500;"
                      I Paid Rs. 500 to Commercial Tax, Sales Tax, VAT in Bangalore.
                    "
"2015-10-12";"Registration of Property";"Amarpur
                      ";" Bihar";"40 ";"Stamps and Registration";" INR";41000;"
                      I Paid Rs. 41000 to Stamps and Registration in Amarpur.
                    "
"2015-10-12";"Registration of Vehicle";"Bangalore
                      ";" Karnataka";"7 ";"Transport";" INR";500;"
                      I Paid Rs. 500 to Transport in Bangalore.
                    "
"2015-10-12";"Police Harassment";"Aurangabad
                      ";" Maharashtra";"12 ";"Police";" INR";1236;"
                      I Paid Rs. 1236 to Police in Aurangabad.
                    "
"2015-10-12";"Issue of Ration Card";"Bangalore
                      ";" Karnataka";"9 ";"Food, Civil Supplies and Consumer Affairs";" INR";500;"
                      I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    "
"2015-10-12";"Customs Check and Clearance";"Bangalore
                      ";" Karnataka";"0 ";"Customs, Excise and Service Tax";" INR";500;"
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    "
"2015-10-12";"Customs Check and Clearance";"Bangalore
                      ";" Karnataka";"15 ";"Customs, Excise and Service Tax";" INR";500;"
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    "
"2015-10-12";"Registration of Flat or Apartment";"Bangalore
                      ";" Karnataka";"9 ";"Stamps and Registration";" INR";6500;"
                      I Paid Rs. 6500 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"Customs Check and Clearance";"Adoni
                      ";" Andhra Pradesh";"46 ";"Customs, Excise and Service Tax";" INR";12347;"
                      I Paid Rs. 12347 to Customs, Excise and Service Tax in Adoni.
                    "
"2015-10-12";"Duplicate Registration Certificate";"Bangalore
                      ";" Karnataka";"9 ";"Transport";" INR";2000;"
                      I Paid Rs. 2000 to Transport in Bangalore.
                    "
"2015-10-12";"Duplicate Registration Certificate";"Bangalore
                      ";" Karnataka";"7 ";"Transport";" INR";500;"
                      I Paid Rs. 500 to Transport in Bangalore.
                    "
"2015-10-12";"Duplicate Registration Certificate";"Bangalore
                      ";" Karnataka";"9 ";"Transport";" INR";400;"
                      I Paid Rs. 400 to Transport in Bangalore.
                    "
"2015-10-12";"Duplicate Registration Certificate";"Bangalore
                      ";" Karnataka";"9 ";"Transport";" INR";400;"
                      I Paid Rs. 400 to Transport in Bangalore.
                    "
"2015-10-12";"Registration of Property";"Bangalore
                      ";" Karnataka";"9 ";"Stamps and Registration";" INR";4500;"
                      I Paid Rs. 4500 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"Customs Check and Clearance";"Bangalore
                      ";" Karnataka";"7 ";"Customs, Excise and Service Tax";" INR";500;"
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    "
"2015-10-12";"Filing FIR";"Bangalore
                      ";" Karnataka";"8 ";"Police";" INR";400;"
                      I Paid Rs. 400 to Police in Bangalore.
                    "
"2015-10-12";"Police Verification for Passport";"Aligarh
                      ";" Uttar Pradesh";"40 ";"Police";" INR";12365;"
                      I Paid Rs. 12365 to Police in Aligarh.
                    "
"2015-10-12";"C Form";"Bangalore
                      ";" Karnataka";"9 ";"Commercial Tax, Sales Tax, VAT";" INR";500;"
                      I Paid Rs. 500 to Commercial Tax, Sales Tax, VAT in Bangalore.
                    "
"2015-10-12";"Registration of Flat or Apartment";"Bangalore
                      ";" Karnataka";"6 ";"Stamps and Registration";" INR";500;"
                      I Paid Rs. 500 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"Customs Check and Clearance";"Bangalore
                      ";" Karnataka";"10 ";"Customs, Excise and Service Tax";" INR";500;"
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    "
